,portfolio_value
2018-08-01,127174.71130362425
2018-08-02,128089.40704337384
2018-08-03,128346.95095455453
2018-08-06,128216.31109805283
2018-08-07,127915.71236221062
2018-08-08,128045.06523649675
2018-08-09,127621.90332952728
2018-08-10,127567.06370189894
2018-08-13,127982.04256423206
2018-08-14,127954.4101944474
2018-08-15,128819.54362645645
2018-08-16,129195.1460591168
2018-08-17,129294.19520525081
2018-08-20,129097.28534626588
2018-08-21,128880.40801186961
2018-08-22,128793.90810890001
2018-08-23,129162.22863655428
2018-08-24,129354.134454922
2018-08-27,129334.05930121963
2018-08-28,129913.59235283638
2018-08-29,129757.92421892019
2018-08-30,129755.21018544998
2018-08-31,129410.08603725214
2018-09-04,130039.3016369284
2018-09-05,130187.6577521986
2018-09-06,129103.9000495532
2018-09-07,129406.28089741347
2018-09-10,129266.68440932843
2018-09-11,129608.39503982544
2018-09-12,130415.45980453619
2018-09-13,129739.27479774403
2018-09-14,129741.70886800913
2018-09-17,129957.89960593704
2018-09-18,129315.923117228
2018-09-19,130229.89762618735
2018-09-20,130406.35990229691
2018-09-21,129908.19010171
2018-09-24,129614.17766214216
2018-09-25,129741.60567235394
2018-09-26,130312.48175439298
2018-09-27,130419.66491040436
2018-09-28,130897.23483067437
2018-10-01,130643.03378436877
2018-10-02,130553.6741727757
2018-10-03,129366.54212059
2018-10-04,128923.16822433265
2018-10-05,128905.52709950587
2018-10-08,128570.11826222869
2018-10-09,125199.070202543
2018-10-10,122102.4520230997
2018-10-11,123948.2404601418
2018-10-12,123090.3274767076
2018-10-15,126076.41941275765
2018-10-16,126532.66892294218
2018-10-17,124811.60287775303
2018-10-18,124419.9799308057
2018-10-19,123584.42978540459
2018-10-22,122936.9503994667
2018-10-23,121377.26873149963
2018-10-24,120058.84181397945
2018-10-25,118024.5065901479
2018-10-26,119617.96312551993
2018-10-29,119966.25049000072
2018-10-30,118876.84406094319
2018-10-31,119449.52744725088
2018-11-01,119124.37453783366
2018-11-02,120565.54646845713
2018-11-05,121230.5510681544
2018-11-06,121906.0291894072
2018-11-07,121928.51015678137
2018-11-08,122302.43797005429
2018-11-09,121382.2651233031
2018-11-12,120938.92171820393
2018-11-13,120087.30917364664
2018-11-14,119668.28149135127
2018-11-15,119935.70401177002
2018-11-16,119709.61608758861
2018-11-19,118197.96097636766
2018-11-20,116642.66668989652
2018-11-21,116962.68306072934
2018-11-23,117008.59049688697
2018-11-26,118055.49748742279
2018-11-27,118964.75445111631
2018-11-28,119012.32739273393
2018-11-29,120068.61801753473
2018-11-30,120385.5110722003
2018-12-03,119038.73928625914
2018-12-04,118901.62313217789
2018-12-06,119272.90474530101
2018-12-07,119633.50586293009
2018-12-10,119989.90992699176
2018-12-11,119293.87721724289
2018-12-12,120346.30119515846
2018-12-13,120036.0263326529
2018-12-14,116115.56801557321
2018-12-17,115369.22956204439
2018-12-18,115117.65205447319
2018-12-19,115432.1238915871
2018-12-20,114618.69718359623
2018-12-21,109729.67037957293
2018-12-24,109729.67037957293
2018-12-26,109729.67037957293
2018-12-27,109729.67037957293
2018-12-28,109729.67037957293
2018-12-31,109729.67037957293
2019-01-02,109729.67037957293
2019-01-03,109729.67037957293
2019-01-04,109729.67037957293
2019-01-07,109729.67037957293
2019-01-08,109258.84137815758
2019-01-09,110951.56276616367
2019-01-10,111214.99984998767
2019-01-11,110878.7031948015
2019-01-14,112055.75431684809
2019-01-15,112672.31101358443
2019-01-16,113199.17991249076
2019-01-17,113552.29095637119
2019-01-18,113111.19695873772
2019-01-22,112532.59149208681
2019-01-23,112091.96042680077
2019-01-24,113461.21469944828
2019-01-25,113998.94118285763
2019-01-28,114946.02829161688
2019-01-29,115901.89218693749
2019-01-30,117000.59248586645
2019-01-31,116220.50847875503
2019-02-01,116978.6218975638
2019-02-04,117681.79644833354
2019-02-05,116786.35297089978
2019-02-06,117720.24660214718
2019-02-07,117835.61382842518
2019-02-08,118099.52499039628
2019-02-11,117295.44516495285
2019-02-12,117881.66181032303
2019-02-13,118246.18372017628
2019-02-14,119011.41878005803
2019-02-15,119090.56920439946
2019-02-19,119099.64231853912
2019-02-20,119009.88141288294
2019-02-21,119764.53512105634
2019-02-22,119456.83447404456
2019-02-25,119131.99671999854
2019-02-26,119344.46769563663
2019-02-27,119242.48550553215
2019-02-28,119372.29729374965
2019-03-01,119114.50832020365
2019-03-04,118609.07045221108
2019-03-05,117591.34412584928
2019-03-06,116837.45736948548
2019-03-07,116560.85710877864
2019-03-08,117598.16445146815
2019-03-11,117785.33496947054
2019-03-12,117994.33338120965
2019-03-13,117852.46444750123
2019-03-14,117771.58891303984
2019-03-15,118002.59014918366
2019-03-18,117483.2818866446
2019-03-19,117114.18870894807
2019-03-20,119233.79919450384
2019-03-21,117766.65376141468
2019-03-22,117750.94820363994
2019-03-25,118613.46625669999
2019-03-26,118032.01266893608
2019-03-27,118456.90747671793
2019-03-28,118569.43979310765
2019-03-29,118917.21866791356
2019-04-01,119583.3077902571
2019-04-02,119748.81103240116
2019-04-03,119363.23187426048
2019-04-04,120142.70401748373
2019-04-05,119794.85157576176
2019-04-08,119350.85527174758
2019-04-09,119804.38020609693
2019-04-10,119855.57759718347
2019-04-11,120559.9154404321
2019-04-12,120280.92403128605
2019-04-15,119019.49150616532
2019-04-16,119249.56610380767
2019-04-17,119518.7278008839
2019-04-18,119467.23415534779
2019-04-22,120139.15643717721
2019-04-23,120240.7644877534
2019-04-24,120408.94359277756
2019-04-25,120374.84606508672
2019-04-26,120250.84696201718
2019-04-29,120369.45393580834
2019-04-30,119490.4848856144
2019-05-01,118983.32247071838
2019-05-02,120046.79722619249
2019-05-03,119278.98157308527
2019-05-06,117345.43905440262
2019-05-07,116891.73202809224
2019-05-08,116325.61650653715
2019-05-09,116762.94040789745
2019-05-10,114538.78520927207
2019-05-13,114446.90193234099
2019-05-14,115271.26975128772
2019-05-15,116185.84224514617
2019-05-16,115860.8919666462
2019-05-17,115195.58853811694
2019-05-20,115225.25879129632
2019-05-21,115760.71982505934
2019-05-22,115599.11249923296
2019-05-23,115343.84084101609
2019-05-24,113782.321011335
2019-05-28,112636.72687172134
2019-05-29,112988.11549312406
2019-05-30,111971.62245749455
2019-05-31,112839.31520624296
2019-06-03,112993.94733954388
2019-06-04,114518.87995788976
2019-06-05,115140.21224610602
2019-06-06,115958.43775124852
2019-06-07,116055.6711934512
2019-06-10,116450.5180550876
2019-06-11,116555.14235813229
2019-06-12,116714.64433412814
2019-06-13,116884.1037965251
2019-06-14,116773.54257751236
2019-06-17,116837.29241914302
2019-06-18,117117.08009660058
2019-06-19,117798.40292584362
2019-06-20,117213.09416910999
2019-06-21,117173.76800097027
2019-06-24,116232.20463158896
2019-06-25,114424.473311631
2019-06-26,114590.66886981808
2019-06-27,114920.4087382937
2019-06-28,117176.06172765876
2019-07-05,117096.30664500497
2019-07-08,116874.04426497521
2019-07-09,117081.22027909859
2019-07-10,117339.53875329396
2019-07-11,117497.33675341858
2019-07-12,117809.97605125
2019-07-15,117441.9450177847
2019-07-16,117265.32853982472
2019-07-17,117929.35419673943
2019-07-18,116603.1434849913
2019-07-19,116312.27196738472
2019-07-22,116662.13994219956
2019-07-23,116337.34301313013
2019-07-24,116052.94393924822
2019-07-25,117212.73518609829
2019-07-26,117496.79869701216
2019-07-29,117431.58141589873
2019-07-30,115260.28037121483
2019-07-31,115019.67687843561
2019-08-01,115135.3145265696
2019-08-02,112946.61676808658
2019-08-05,114021.7835264891
2019-08-06,114762.86356440044
2019-08-07,116414.5970497662
2019-08-08,116213.88160061081
2019-08-09,115177.33835534818
2019-08-12,115690.55759550635
2019-08-13,113373.90140374002
2019-08-14,114825.7204170112
2019-08-15,115416.83024354654
2019-08-16,116440.29757404166
2019-08-19,115482.4740891103
2019-08-20,116244.68437268813
2019-08-21,116258.51586205342
2019-08-22,113752.05272226417
2019-08-23,115002.95752996905
2019-08-26,114825.02205455782
2019-08-27,114855.58459920535
2019-08-28,115186.55244548702
2019-08-29,115206.91669326393
2019-08-30,116224.80757158027
2019-09-03,116923.79846072853
2019-09-04,116005.28273762256
2019-09-05,115895.85669699723
2019-09-06,115215.41836691735
2019-09-09,114989.78714470587
2019-09-10,116095.48336852201
2019-09-11,116330.85922995632
2019-09-12,115787.90835594341
2019-09-13,115747.43720676648
2019-09-16,116523.67110489658
2019-09-17,116937.49303358734
2019-09-18,117167.04811558918
2019-09-19,117300.52452516854
2019-09-20,117468.08928902916
2019-09-23,118085.35502101565
2019-09-24,118042.96441891733
2019-09-25,118652.06442298215
2019-09-26,118163.33448060474
2019-09-27,118235.31505462703
2019-09-30,117875.37923140677
2019-10-01,116349.2548559511
2019-10-02,116662.39726465361
2019-10-03,118311.79297531376
2019-10-04,117783.86189700691
2019-10-07,116608.4772593526
2019-10-08,117194.55383996182
2019-10-09,117118.70305787948
2019-10-10,116741.45772684856
2019-10-11,116397.17973149866
2019-10-14,116344.6407349951
2019-10-15,116459.90505363488
2019-10-16,116904.80689221865
2019-10-17,117658.17115893707
2019-10-18,118311.46697482899
2019-10-21,118229.75867682562
2019-10-22,118621.71363926675
2019-10-23,118978.1031464555
2019-10-24,117649.32757171596
2019-10-25,116114.75237447069
2019-10-28,115826.22879936648
2019-10-29,116653.79187789901
2019-10-30,116853.48199245523
2019-10-31,117027.85713861827
2019-11-01,116395.7801042241
2019-11-04,116157.31121527286
2019-11-05,116537.8023437507
2019-11-06,116688.48483438545
2019-11-07,116683.39908722093
2019-11-08,116390.71438195731
2019-11-11,116427.67435645072
2019-11-12,115759.84772201347
2019-11-13,115870.504606207
2019-11-14,116378.11727052844
2019-11-15,116447.85533765575
2019-11-18,116660.95700834662
2019-11-19,116221.86990226431
2019-11-20,116094.76284167956
2019-11-21,116766.81508830446
2019-11-22,117635.0435669972
2019-11-25,117538.27232462208
2019-11-26,118041.6366205185
2019-11-27,117707.59095620041
2019-11-29,117046.50079315067
2019-12-02,116468.63260767767
2019-12-03,117438.61209171748
2019-12-04,117527.98057526175
2019-12-05,118327.0100191224
2019-12-06,117563.77198653802
2019-12-09,117594.64267986575
2019-12-10,117876.33664978817
2019-12-11,118918.86920491979
2019-12-12,118919.6282795204
2019-12-13,120025.93137584758
2019-12-16,119881.08834477385
2019-12-17,119913.49960589188
2019-12-18,120465.25442419929
2019-12-19,121354.6403052987
2019-12-20,121742.15424416069
2019-12-23,121664.91336044658
2019-12-24,121803.27111278522
2019-12-26,121832.98495890277
2019-12-27,121111.33829362724
2019-12-30,121496.52328726542
2019-12-31,122250.6750878249
2020-01-02,121211.83723664553
2020-01-03,121615.20777168153
2020-01-06,121191.12897323979
2020-01-07,122060.03448369898
2020-01-08,122905.86007897879
2020-01-09,122763.66882112408
2020-01-10,123308.39284222925
2020-01-13,123226.09445198151
2020-01-14,123804.27989804182
2020-01-15,124872.06078884918
2020-01-16,125432.00066768272
2020-01-17,125489.87073506466
2020-01-21,125779.96178228459
2020-01-22,125859.78924624348
2020-01-23,124997.2024595562
2020-01-24,122864.45109900992
2020-01-27,124387.43693718959
2020-01-28,124635.14310370729
2020-01-29,125577.74879066861
2020-01-30,123441.34398848766
2020-01-31,124328.6813474713
2020-02-03,124988.41955433616
2020-02-04,125651.48673781668
2020-02-05,125998.15275560862
2020-02-06,125292.41766117272
2020-02-07,126195.68259718161
2020-02-10,126429.29676409953
2020-02-11,126986.04086235879
2020-02-12,127516.89144204886
2020-02-13,128120.3176734106
2020-02-14,128625.68236053971
2020-02-18,128266.38097693652
2020-02-19,128124.61026546251
2020-02-20,126827.81270191354
2020-02-21,124153.31838701176
2020-02-24,121239.30692746994
2020-02-25,120141.95209974836
2020-02-26,114410.43798597722
2020-02-27,110611.2069744357
2020-02-28,116920.56632602224
2020-03-02,112668.79989250531
2020-03-03,118242.3218206585
2020-03-04,116110.02305228206
2020-03-05,115215.58550125705
2020-03-06,108716.47646549875
2020-03-09,108716.47646549875
2020-03-10,103174.59877124899
2020-03-11,103174.59877124899
2020-03-12,103174.59877124899
2020-03-13,103174.59877124899
2020-03-16,103174.59877124899
2020-03-17,103174.59877124899
2020-03-18,103174.59877124899
2020-03-19,103174.59877124899
2020-03-20,103174.59877124899
2020-03-23,103174.59877124899
2020-03-24,103174.59877124899
2020-03-25,103174.59877124899
2020-03-26,103174.59877124899
2020-03-27,103174.59877124899
2020-03-30,103174.59877124899
2020-03-31,103174.59877124899
2020-04-01,103174.59877124899
2020-04-02,103174.59877124899
2020-04-03,103174.59877124899
2020-04-06,103174.59877124899
2020-04-07,103174.59877124899
2020-04-08,103174.59877124899
2020-04-09,103174.59877124899
2020-04-13,103174.59877124899
2020-04-14,103174.59877124899
2020-04-15,103174.59877124899
2020-04-16,103174.59877124899
2020-04-17,103174.59877124899
2020-04-20,103174.59877124899
2020-04-21,103174.59877124899
2020-04-22,103174.59877124899
2020-04-23,103174.59877124899
2020-04-24,103174.59877124899
2020-04-27,100977.38464248269
2020-04-28,100977.38464248269
2020-04-29,100977.38464248269
2020-04-30,100977.38464248269
2020-05-01,100977.38464248269
2020-05-04,100977.38464248269
2020-05-05,100977.38464248269
2020-05-06,100977.38464248269
2020-05-07,100977.38464248269
2020-05-08,100977.38464248269
2020-05-11,100977.38464248269
2020-05-12,100977.38464248269
2020-05-13,100977.38464248269
2020-05-14,100977.38464248269
2020-05-15,100977.38464248269
2020-05-18,99758.20031488048
2020-05-19,100407.58384135777
2020-05-20,99003.58547859927
2020-05-21,99418.97516121366
2020-05-22,99257.72976249999
2020-05-26,100533.80261387592
2020-05-27,99482.56606040617
2020-05-28,100156.07470583759
2020-05-29,101070.41142361937
2020-06-01,101710.94237095024
2020-06-02,103199.39244988252
2020-06-03,102820.88868715383
2020-06-04,105098.33345085481
2020-06-05,108049.16642304473
2020-06-08,106083.68321334267
2020-06-09,104949.91935972127
2020-06-10,99439.26336257228
2020-06-11,100936.47926802296
2020-06-12,101551.24651522515
2020-06-15,103651.39017405169
2020-06-16,101826.77551261359
2020-06-17,101679.37875237552
2020-06-18,101224.76202944046
2020-06-19,102340.37152746347
2020-06-22,103380.41600638015
2020-06-23,101254.2756365064
2020-06-24,101564.49581168348
2020-06-25,99200.65094580602
2020-06-26,100516.48251450114
2020-06-29,102253.41390070635
2020-06-30,104048.6765659585
2020-07-01,104456.15951378402
2020-07-02,107814.29671957015
2020-07-06,105955.79980781347
2020-07-07,107588.23930114268
2020-07-08,108367.54294036435
2020-07-09,109241.1839359371
2020-07-10,107294.77437620709
2020-07-13,108017.29612771123
2020-07-14,108693.25713586855
2020-07-15,107975.07830703173
2020-07-16,107867.6151414574
2020-07-17,109735.48641818043
2020-07-20,109134.73951180137
2020-07-21,109742.60067438894
2020-07-22,107127.84234185267
2020-07-23,107043.86672047923
2020-07-24,108218.96191258762
2020-07-27,106676.23154233555
2020-07-28,107771.84034454825
2020-07-29,107588.46219935815
2020-07-30,108793.95386171968
2020-07-31,108185.33537855821
2020-08-03,108837.86219116003
2020-08-04,110134.2980747944
2020-08-05,110761.61921679483
2020-08-06,110119.83534388043
2020-08-07,111053.24025483025
2020-08-10,110667.10199976654
2020-08-11,112067.64339105041
2020-08-12,111820.25311898038
2020-08-13,111851.66854918636
2020-08-14,112624.2814753302
2020-08-17,113638.31180626366
2020-08-18,112876.86348625412
2020-08-19,113291.3182884451
2020-08-20,113943.06069356228
2020-08-21,115266.88726055852
2020-08-24,115874.41366491717
2020-08-25,117798.87861908367
2020-08-26,117333.96921452176
2020-08-27,118212.77912133005
2020-08-28,118464.12900526122
2020-08-31,120271.76655135337
2020-09-01,121593.52188155639
2020-09-02,116581.77342705234
2020-09-03,115648.52334411672
2020-09-04,113246.35004490401
2020-09-08,115682.9569681713
2020-09-09,113990.71428965795
2020-09-10,114526.23454441402
2020-09-11,115775.38501097178
2020-09-14,116572.3502114869
2020-09-15,116161.84513786944
2020-09-16,116366.4253228509
2020-09-17,114555.13713905479
2020-09-18,110835.88997963707
2020-09-21,112124.11402566145
2020-09-22,109752.1763232268
2020-09-23,110090.62270017924
2020-09-24,111210.7830560285
2020-09-25,113064.57239375611
2020-09-28,112216.13650052703
2020-09-29,112247.24808037432
2020-09-30,112512.2155787154
2020-10-01,112940.06251844125
2020-10-02,114751.92621276343
2020-10-05,113136.70927262297
2020-10-06,115393.38531294402
2020-10-07,116548.14192242324
2020-10-08,117242.69142072312
2020-10-09,118814.931700878
2020-10-12,118139.79142382754
2020-10-13,117606.68055553887
2020-10-14,117855.3857823158
2020-10-15,117679.14342409738
2020-10-16,116020.1795143963
2020-10-19,116629.75299452557
2020-10-20,115654.19030622984
2020-10-21,116164.34205812556
2020-10-22,116629.39417984565
2020-10-23,113941.12879539504
2020-10-26,112694.91226072688
2020-10-27,109142.4958736039
2020-10-28,109443.54253458275
2020-10-29,108213.475595719
2020-10-30,111342.48251953968
2020-11-02,113007.44899243908
2020-11-03,111200.41503934322
2020-11-04,112600.6219395775
2020-11-05,112528.2807788536
2020-11-06,114214.64183474475
2020-11-09,115565.14698763043
2020-11-10,115305.5844648415
2020-11-11,113367.3711483826
2020-11-12,114739.03526290262
2020-11-13,116407.14877155724
2020-11-16,114792.44974555395
2020-11-17,113389.01925793143
2020-11-18,112985.78583402185
2020-11-19,112276.87113493383
2020-11-20,113245.28958353444
2020-11-23,115202.20580346763
2020-11-24,114688.6123526576
2020-11-25,114256.90622254445
2020-11-27,113051.41056506931
2020-11-30,112863.82252264177
2020-12-01,113190.29536462102
2020-12-02,113188.87453398456
2020-12-03,114168.82708746541
2020-12-04,113785.12626502682
2020-12-07,113849.94299648164
2020-12-08,113434.05209107313
2020-12-09,113093.26759384167
2020-12-10,113069.48589408268
2020-12-11,111944.49137096183
2020-12-14,113208.75362408205
2020-12-15,113092.03564752826
2020-12-16,113114.91488218776
2020-12-17,112571.42127042063
2020-12-18,112714.07610476424
2020-12-21,111615.03928323311
2020-12-22,112630.26314908008
2020-12-23,112747.57522921679
2020-12-24,113216.40534127055
2020-12-28,112800.33752538914
2020-12-29,112798.91723815475
2020-12-30,113640.95511486423
2020-12-31,112061.93575910546
2021-01-04,112585.14424174801
2021-01-05,114121.37343542368
2021-01-06,115614.90816733336
2021-01-07,115427.08929500349
2021-01-08,115872.71784922956
2021-01-11,117180.75702206045
2021-01-12,116515.64575770483
2021-01-13,118443.46547047824
2021-01-14,114388.5882553243
2021-01-15,116313.27111578708
2021-01-19,117164.97732832932
2021-01-20,115053.19378832009
2021-01-21,114583.53224003036
2021-01-22,114389.25936722237
2021-01-25,113530.77172559405
2021-01-26,110922.60051443057
2021-01-27,111752.12753632269
2021-01-28,108862.50398493791
2021-01-29,110681.0999430683
2021-02-01,112017.0752979942
2021-02-02,113943.55213490626
2021-02-03,115406.83650469463
2021-02-04,115649.65813044485
2021-02-05,117684.40650248817
2021-02-08,116816.26687839525
2021-02-09,117603.27334062655
2021-02-10,117589.68891916402
2021-02-11,118476.94565549615
2021-02-12,119085.25696787683
2021-02-16,118882.64407169136
2021-02-17,117632.3879244287
2021-02-18,118263.41110861469
2021-02-19,117738.32703674091
2021-02-22,118184.05878149558
2021-02-23,120674.35972298877
2021-02-24,117686.86474773988
2021-02-25,115177.49681577341
2021-02-26,118216.81838893134
2021-03-01,117317.58113389237
2021-03-02,118347.81603450804
2021-03-03,118840.93385941614
2021-03-04,123220.24805811487
2021-03-05,123580.09349949812
2021-03-08,121622.23738063363
2021-03-09,124206.2947443301
2021-03-10,124141.77716593382
2021-03-11,124954.56913650192
2021-03-12,124278.22567415108
2021-03-15,122287.93743023915
2021-03-16,122975.03680982458
2021-03-17,120160.27968295761
2021-03-18,119148.89886183605
2021-03-19,118509.05905015625
2021-03-22,117742.79110165506
2021-03-23,118639.29636554843
2021-03-24,119184.5367073745
2021-03-25,122214.04303920806
2021-03-26,121285.77123485516
2021-03-29,120472.19174059777
2021-03-30,119647.77323875764
2021-03-31,121779.73727024092
2021-04-01,121553.3486139208
2021-04-05,121649.4711487536
2021-04-06,121996.87359684192
2021-04-07,121366.72908381298
2021-04-08,121632.9244225274
2021-04-09,121785.90710511686
2021-04-12,122020.6117616603
2021-04-13,121432.0141583707
2021-04-14,122889.79591618715
2021-04-15,123242.50857852772
2021-04-16,123254.0142652941
2021-04-19,123019.6299163272
2021-04-20,123984.40803082968
2021-04-21,123176.78869680848
2021-04-22,124555.9237187833
2021-04-23,124805.89986705765
2021-04-26,125270.56278324926
2021-04-27,125500.17400360538
2021-04-28,127283.61613177141
2021-04-29,126707.69446126098
2021-04-30,126780.70046919865
2021-05-03,126803.87387883913
2021-05-04,126523.09460020845
2021-05-05,127804.0888375937
2021-05-06,128758.65521350378
2021-05-07,128804.78560439161
2021-05-10,126955.58682999246
2021-05-11,124025.12790244083
2021-05-12,125986.82450853258
2021-05-13,127605.94952380868
2021-05-14,128019.23656640135
2021-05-17,126862.66648041464
2021-05-18,125649.35725723741
2021-05-19,126309.62822778944
2021-05-20,126600.92406819752
2021-05-21,127204.78545176213
2021-05-24,126754.72728377825
2021-05-25,126928.22704249849
2021-05-26,126892.0519527013
2021-05-27,127292.49676886223
2021-05-28,128991.81683527352
2021-06-01,129967.0489683061
2021-06-02,129833.19048783464
2021-06-03,130030.37278026332
2021-06-04,130472.68216016114
2021-06-07,130724.92918567425
2021-06-08,130593.83792825004
2021-06-09,131356.8203228371
2021-06-10,130726.57012477722
2021-06-11,131037.58673555338
2021-06-14,130201.17113391713
2021-06-15,129257.03633996702
2021-06-16,128432.22350361352
2021-06-17,126452.58250874319
2021-06-18,128618.6372781877
2021-06-21,128536.25025795863
2021-06-22,128137.95875337704
2021-06-23,128226.44513305501
2021-06-24,128873.08471387546
2021-06-25,128593.5830184677
2021-06-28,128466.49090201559
2021-06-29,128140.42305419582
2021-06-30,129146.51626742941
2021-07-01,129886.03765204755
2021-07-02,129641.11893289225
2021-07-06,130040.52411635418
2021-07-07,129661.8035937433
2021-07-08,130895.13032962079
2021-07-09,131625.2319659748
2021-07-12,130375.87275341622
2021-07-13,130615.97657681625
2021-07-14,130329.11754254925
2021-07-15,130230.66942039145
2021-07-16,128285.32106070765
2021-07-19,130493.79981237423
2021-07-20,130255.28103013613
2021-07-21,130158.41130678743
2021-07-22,131500.66005373283
2021-07-23,131026.14966860588
2021-07-26,131107.71266836446
2021-07-27,130959.89319188008
2021-07-28,131198.43989958614
2021-07-29,131347.02166708643
2021-07-30,131266.12394552666
2021-08-02,132341.26375376037
2021-08-03,132263.9589753478
2021-08-04,132707.95597935613
2021-08-05,132500.6650116029
2021-08-06,132077.3315197197
2021-08-09,131092.4759292408
2021-08-10,130973.0614258351
2021-08-11,131663.80989946675
2021-08-12,132402.76440075823
2021-08-13,132991.56673758724
2021-08-16,132579.24254655352
2021-08-17,130793.31932813776
2021-08-18,131826.05194094093
2021-08-19,132912.04448073066
2021-08-20,133547.12632026235
2021-08-23,133222.35977314404
2021-08-24,133024.85303524535
2021-08-25,132344.40284352552
2021-08-26,133009.8070492816
2021-08-27,134196.44216701333
2021-08-30,133649.27387160508
2021-08-31,133726.205664144
2021-09-01,134012.1451278838
2021-09-02,134271.62559279925
2021-09-03,133997.66523721136
2021-09-07,133644.3227764976
2021-09-08,132674.55230547514
2021-09-09,131358.49665771594
2021-09-10,131315.8267953009
2021-09-13,130711.53842920375
2021-09-14,131546.60652471826
2021-09-15,131271.0338644767
2021-09-16,129739.1532916603
2021-09-17,128013.96615447411
2021-09-20,128068.67442571359
2021-09-21,128651.09135801229
2021-09-22,129354.4392425872
2021-09-23,128916.48120246848
2021-09-24,127444.12014023245
2021-09-27,124509.25921906433
2021-09-28,124577.94222470667
2021-09-29,122556.90137027288
2021-09-30,124507.2951366013
2021-10-01,123518.49558094786
2021-10-04,124869.95434700768
2021-10-05,125064.7471191079
2021-10-06,125586.64182909613
2021-10-07,127635.6363970029
2021-10-08,127115.5306787459
2021-10-11,127082.25757409411
2021-10-12,126986.30978164685
2021-10-13,128535.6219039695
2021-10-14,128850.22775240234
2021-10-15,128766.41969784812
2021-10-18,130155.46631426181
2021-10-19,131230.65302247994
2021-10-20,129958.86517777713
2021-10-21,131268.3067381706
2021-10-22,132033.34070704796
2021-10-25,132703.72911208935
2021-10-26,130495.18875015371
2021-10-27,131877.56689405133
2021-10-28,131258.704129084
2021-10-29,133201.1624245559
2021-11-01,132273.28296935133
2021-11-02,133331.45311048828
2021-11-03,134400.59683692735
2021-11-04,135546.2730709523
2021-11-05,134424.58952259968
2021-11-08,133562.1654241043
2021-11-09,131500.37876786123
2021-11-10,131470.6945373697
2021-11-11,131608.15999532686
2021-11-12,132123.13632504197
2021-11-15,133132.6904777271
2021-11-16,132659.2818947792
2021-11-17,133733.8676727458
2021-11-18,132588.61718961134
2021-11-19,132278.46086220362
2021-11-22,132577.9700131353
2021-11-23,133176.32394886087
2021-11-24,128886.73490569764
2021-11-26,130522.22565497122
2021-11-29,128215.12135081395
2021-11-30,126216.54803427443
2021-12-01,128734.5752958418
2021-12-02,127077.96469663327
2021-12-03,128806.91162507927
2021-12-06,131796.3204862787
2021-12-07,131996.5701767349
2021-12-08,130188.53196677449
2021-12-09,131338.4212088099
2021-12-10,128893.17003921134
2021-12-13,127827.49104239268
2021-12-14,129043.25215138319
2021-12-15,128379.08884089378
2021-12-16,126460.3412366373
2021-12-17,125267.70772877191
2021-12-20,125766.73197434362
2021-12-21,126876.71081958993
2021-12-22,127136.81866552835
2021-12-23,129060.53981503754
2021-12-27,129165.39506353794
2021-12-28,129661.39518730777
2021-12-29,129510.49804307395
2021-12-30,129510.49804307395
