Date,GSPE,SP500-15,SP500-20,SP500-25,SP500-30,SP500-35,SP500-40,SP500-45,SP500-50,SP500-55,SP500-60
2006-01-03,0.04411225132195465,0.019265968452446422,0.007302947858120125,0.009513680627348862,0.006639880374444652,0.0129229373856265,0.01646782586170716,0.02008055020731752,0.004672733052562604,0.019353011245220528,0.02478059719554089
2006-01-04,0.003331681968616737,0.006114619423082533,0.002354355476890025,0.0002683352597283558,0.002437347919033776,0.008186016067829848,-0.0019628138708447803,0.011049185381982124,0.008944431747362324,0.0007983351576205423,0.004704407882598422
2006-01-05,-0.010493888841121114,-0.0009903677590251978,-0.003037854132121968,0.0016848652336920696,-0.004507570549585814,-0.0015197969499571437,0.003599361412085194,0.007822412814826634,0.0037730892080569773,-0.006527905474225759,0.008678600730370335
2006-01-06,0.022295873943484753,0.012233205322300583,0.0056245786519097014,0.008988884907526397,0.0044663314305292585,0.007231577245704849,0.0051457471448104735,0.01597858755599545,0.0011709552400780072,0.009102687192622931,0.012914838893752481
2006-01-09,-5.062212353023305e-05,-0.0014435905250058817,0.005153668146109719,0.008344834420169981,0.0035834010956798173,0.004994301766987276,0.004252832151975624,0.00285722651565604,0.0013365941621703227,-0.00447947062510952,0.007119504948209212
2006-01-10,0.008761413077018483,-0.005743428046115549,-0.002437873464569938,0.0017281871462897368,-0.0030058935047595553,-0.004596954515345075,-4.567749226349202e-05,0.00045641004224068353,-0.0042665571634556716,0.00043036287140296996,0.009079795299763964
2006-01-11,0.0053249581626858365,-0.008180362404238093,0.0010164599120193363,0.0041953730738818855,0.002471235008894648,-0.002439190478092482,0.004257757657658647,0.010976173304263249,0.007516961222551108,-0.0027701513549249043,-0.0025858413124622884
2006-01-12,-0.008689503791524127,-0.014120322241314492,-0.007990406966786236,-0.008295344420251169,-0.0047833322343422335,-0.0008763303805027334,-0.006816519737864929,-0.007019901102693879,-0.00559055369140502,-0.0001849436148314848,-0.002448307911567701
2006-01-13,0.014234181478140403,0.0021201846631886054,-0.0037964486866154017,0.000753597127980138,0.00024802784723735856,-0.0017816904198573672,0.00016013203737394094,-0.001080019648027342,0.006588580594828793,0.007555060199615225,-0.01576894356246073
2006-01-17,0.019861033675597512,0.0018515417606590654,-0.005256746184873707,-0.00684040188615147,-0.004390021220108299,-0.0027718795822861135,-0.009375468503912054,-0.010519771699878838,-0.00977333759259346,0.010227825142712529,-0.0031544072525093677
2006-01-18,-0.01318854568531837,-0.011000548241052932,0.0008263842326584492,-0.002011877435726793,0.0022388423603504123,0.00253232055496214,-0.0034922841130004636,-0.013423839253640303,0.000755225274925882,0.002117628027743908,0.00014685925808664613
2006-01-19,0.020840405514031463,0.010207415497547756,0.00446455795376486,0.007570918164304127,0.001241631847070755,0.005257248831057468,-0.0031790512657284367,0.008728642914354079,0.0025131572668524557,0.008845628831273362,0.013209443225120349
2006-01-20,0.0018557599546105768,-0.015941425721588753,-0.02385762581562624,-0.01842117496655088,-0.014288668378526187,-0.01946741440693204,-0.02168561266794657,-0.029030007740182478,-0.016790083539261206,-0.007335738738548134,-0.015047746687596331
2006-01-23,0.011110123229375924,0.01239129257519765,0.0017180888245653988,0.0,0.0005033992354981218,-0.0020272743552236456,0.004100578089212761,-0.0028872970763432638,-0.0027264198343632195,0.0012062543909195239,0.00995980884911655
2006-01-24,-0.006378004087561554,0.011137915629302579,0.004788109164039939,0.010013941046120302,0.00326564560415525,-0.003632316427605992,0.0027165119478387532,0.002233173961099749,0.004511595532400903,0.007506415944838494,0.006609340094508607
2006-01-25,-0.0180633874317083,0.005340069551078448,-0.002129057334367055,-0.004001218249835563,0.001211409733312622,-0.0005161076513166791,0.001956016833470668,0.0013078186331232917,0.015004907841223585,-0.014219681070227004,0.000723685549702823
2006-01-26,-0.00014641049671731076,0.009871716704254208,0.010704163209563418,0.0044574560917940015,0.002626718263213256,0.004851704440155077,0.015952545112638647,0.006188842325207016,0.01280257699891701,-0.00865435813032437,0.003394126385208782
2006-01-27,0.01859315959814624,0.008904481528513683,0.0025547752544571303,0.004361909769529731,0.00788023609072777,0.01230772806478594,0.0018519527267013578,0.010571251201452685,0.009863671776797946,0.005676506467168331,0.01765014891135561
2006-01-30,0.023134300004936714,0.0025077702007856016,0.001378349099689993,-0.002273440308076573,-0.004388685733847792,-0.004872723294513828,-0.0025241635484916703,0.004371910120999671,-0.0026208015723849973,-0.006595052097545334,-0.006466452898323272
2006-01-31,-0.006716988814668966,0.0011749163864207936,-0.0039331243541470004,-0.003001269504823628,-0.005200219727107375,0.0001341504006540758,-0.004065943508705193,-0.007443713369981968,-0.005757105931289601,0.0011021535527061042,0.000498856539174995
